20180824135221,10.0.0.2,54084,10.0.0.1,5001,3,37.0-38.0,7602176,60817408
20180824135222,10.0.0.2,54084,10.0.0.1,5001,3,38.0-39.0,7602176,60817408
20180824135223,10.0.0.2,54084,10.0.0.1,5001,3,39.0-40.0,3670016,29360128
20180824135224,10.0.0.2,54084,10.0.0.1,5001,3,40.0-41.0,7602176,60817408
20180824135225,10.0.0.2,54084,10.0.0.1,5001,3,41.0-42.0,3801088,30408704
20180824135226,10.0.0.2,54084,10.0.0.1,5001,3,42.0-43.0,7602176,60817408
20180824135227,10.0.0.2,54084,10.0.0.1,5001,3,43.0-44.0,3670016,29360128
20180824135228,10.0.0.2,54084,10.0.0.1,5001,3,44.0-45.0,7602176,60817408
20180824135229,10.0.0.2,54084,10.0.0.1,5001,3,45.0-46.0,7602176,60817408
20180824135230,10.0.0.2,54084,10.0.0.1,5001,3,46.0-47.0,3801088,30408704
20180824135231,10.0.0.2,54084,10.0.0.1,5001,3,47.0-48.0,7471104,59768832
20180824135232,10.0.0.2,54084,10.0.0.1,5001,3,48.0-49.0,3801088,30408704
20180824135233,10.0.0.2,54084,10.0.0.1,5001,3,49.0-50.0,7602176,60817408
20180824135234,10.0.0.2,54084,10.0.0.1,5001,3,50.0-51.0,6946816,55574528
20180824135235,10.0.0.2,54084,10.0.0.1,5001,3,51.0-52.0,4325376,34603008
20180824135236,10.0.0.2,54084,10.0.0.1,5001,3,52.0-53.0,7602176,60817408
20180824135237,10.0.0.2,54084,10.0.0.1,5001,3,53.0-54.0,3801088,30408704
20180824135238,10.0.0.2,54084,10.0.0.1,5001,3,54.0-55.0,7471104,59768832
20180824135239,10.0.0.2,54084,10.0.0.1,5001,3,55.0-56.0,3801088,30408704
20180824135240,10.0.0.2,54084,10.0.0.1,5001,3,56.0-57.0,7602176,60817408
20180824135241,10.0.0.2,54084,10.0.0.1,5001,3,57.0-58.0,7602176,60817408
20180824135242,10.0.0.2,54084,10.0.0.1,5001,3,58.0-59.0,3670016,29360128
20180824135243,10.0.0.2,54084,10.0.0.1,5001,3,59.0-60.0,7602176,60817408
20180824135243,10.0.0.2,54084,10.0.0.1,5001,3,0.0-60.5,365953024,48402374
